Temperature,L,R,A_M,Color,Spectral_Class,Type
0.04059273271853079,0.00072,0.12,19.43,Blue-white,M,0.0
0.03694070045453352,0.021,0.273,12.3,Red,M,0.2
0.04382438716796722,0.022,0.38,10.12,Red,M,0.2
0.03586348230472137,0.0085,0.18,13.2,Red,M,0.2
0.03181734583957332,0.0088,0.35,11.94,Red,M,0.2
0.042326791203594234,0.004,0.291,10.89,Red,M,0.2
0.0326055542418749,0.001,0.35,11.76,Red,M,0.2
0.02498620635295972,0.0034,0.24,13.46,Red,M,0.2
0.036861879614303365,0.0015,0.307,11.87,Red,M,0.2
0.01791860434565567,0.0006,0.098,12.81,Red,M,0.2
0.032027534746853735,0.00135,0.161,13.98,Red,M,0.2
0.13559811880927986,0.00029,0.012,14.09,yellow-white,F,0.4
0.2268726517958015,0.00014,0.0092,12.02,white,F,0.4
0.18367883134967555,0.00056,0.0095,13.78,white,A,0.4
0.4009616142508079,0.00098,0.015,12.45,Blue-white,B,0.4
0.31951341267964584,0.00067,0.0089,12.17,Blue-white,B,0.4
0.023436063161766642,0.00045,0.0109,13.98,Blue-white,A,0.4
0.9536007987178478,0.00078,0.0092,12.13,yellow-white,B,0.4
0.2375397388402827,0.00074,0.0087,11.19,Blue-white,B,0.4
0.30952943958382595,0.00018,0.00892,12.97,white,F,0.4
0.470849425921547,0.0011,0.0131,11.34,Blue,B,0.4
0.039699429862589,0.59,0.91,5.49,Red,F,0.6000000000000001
0.06796983789180527,0.153,0.865,6.506,yellow-white,K,0.6000000000000001
0.05617298547069179,0.085,0.795,6.228,yellow-white,K,0.6000000000000001
0.07989805837996902,0.357,1.13,4.78,yellow-white,K,0.6000000000000001
0.04978849741204908,45.0,2.63,1.45,Red,A,0.6000000000000001
0.31951341267964584,672.0,6.98,-2.3,Red,A,0.6000000000000001
0.08336617535009591,0.63,0.876,4.68,Orange,K,0.6000000000000001
0.15188775912351227,7.92,1.34,2.44,yellow-white,F,0.6000000000000001
0.01791860434565567,689.0,7.01,0.02,Red,A,0.6000000000000001
0.8977430966080765,198000.0,10.2,-4.4,Blue,O,0.6000000000000001
0.02498620635295972,240000.0,12.0,-6.5,Blue,B,0.8
1.0000000000000002,813000.0,14.0,-6.23,Blue,O,0.8
0.5533485720291111,127000.0,36.0,-5.76,Blue,O,0.8
0.033787866845327245,235000.0,83.0,-6.89,Blue-white,O,0.8
0.24058747799584881,112000.0,12.0,-5.91,Blue,O,0.8
0.3233230866241034,231000.0,42.0,-6.12,Blue,O,0.8
0.5961745618874964,363000.0,63.0,-5.83,Blue,O,0.8
0.28780116129371275,184000.0,36.0,-6.34,Blue,O,0.8
0.5013268174772076,142000.0,57.0,-6.24,yellow-white,O,0.8
0.03360395155145688,352000.0,67.0,-5.79,Blue,O,0.8
0.03993589238327947,100000.0,1289.0,-10.7,Red,M,1.0
0.04377183994114712,126000.0,1124.0,-10.81,Red,M,1.0
0.04403457607524764,200000.0,1635.0,-11.33,Red,M,1.0
0.03835947557867634,117000.0,1486.0,-10.92,Red,M,1.0
0.04390320800819738,132000.0,1522.0,-10.86,Red,M,1.0
0.04240561204382439,145000.0,1324.0,-11.03,Red,M,1.0
0.05454402143926854,282000.0,1534.0,-11.39,Red,K,1.0
0.04429731220934816,74000.0,876.0,-10.25,Red,M,1.0
0.12902971545676678,229000.0,1467.0,-10.07,Red,G,1.0
0.30952943958382595,200000.0,1324.0,-10.7,Red,M,1.0
0.026431255090512605,0.00043,0.0912,17.16,Red,M,0.0
0.04182759254880324,0.00093,0.0976,19.94,Red,M,0.0
0.03360395155145688,0.00054,0.11,20.02,Red,M,0.0
0.03171225138593311,0.00015,0.0932,16.92,Red,M,0.0
0.0413021202806022,0.00064,0.109,17.12,Red,M,0.0
0.033787866845327245,0.00076,0.121,19.63,Red,M,0.0
0.04211660229631382,0.00087,0.0932,16.88,Red,M,0.0
0.024224271564068207,0.00019,0.0899,16.71,Red,M,0.0
0.030372297102020447,0.000896,0.0782,19.56,Blue-white,M,0.0
0.02080870182076141,0.000437,0.0856,18.09,Red,M,0.0
0.030372297102020447,0.00019,0.492,10.87,Red,M,0.2
0.04382438716796722,0.00023,0.38,10.34,Red,M,0.2
0.030503665169070708,0.008,0.31,11.17,Red,M,0.2
0.0275872940805549,0.0087,0.34,13.12,Red,M,0.2
0.04211660229631382,0.0009,0.62,14.23,Red,M,0.2
0.034260791886708185,0.0023,0.73,14.75,Red,M,0.2
0.03026720264838024,0.0081,0.24,11.43,Red,M,0.2
0.04358792464727674,0.0011,0.56,14.26,Red,M,0.2
0.036388954572922426,0.0034,0.34,12.23,Red,M,0.2
0.042090328682903765,0.0013,0.256,14.33,Red,M,0.2
0.3016473555608103,0.00059,0.00981,13.67,Blue-white,B,0.4
0.5013268174772076,0.0015,0.0112,11.52,Blue,B,0.4
0.4295998528677649,0.0013,0.00934,12.78,Blue,B,0.4
0.3305483303118678,0.00082,0.00972,11.92,Blue-white,B,0.4
0.2617114631775308,0.00067,0.00898,11.38,Blue-white,B,0.4
0.18352118966921524,0.00028,0.00879,14.87,Blue-white,A,0.4
0.2883003599485037,0.00071,0.00945,12.83,Blue-white,B,0.4
0.3361183363547989,0.00011,0.00892,12.89,white,F,0.4
0.4295998528677649,0.00014,0.00878,14.81,Red,A,0.4
0.2901920601140275,0.00088,0.00996,11.23,Blue-white,B,0.4
0.7257034759990542,188000.0,6.02,-4.01,Blue-white,B,0.6000000000000001
0.39938519744620476,38.0,2.487,0.12,Blue-white,A,0.6000000000000001
0.04358792464727674,1092.0,5.745,-2.04,Blue,A,0.6000000000000001
0.3796799873886656,1278.0,5.68,-3.32,Blue-white,B,0.6000000000000001
0.6077349517879194,14500.0,5.92,-3.98,Blue-white,B,0.6000000000000001
0.7031081684664092,16790.0,6.4,-4.09,Blue-white,B,0.6000000000000001
0.6358477181366754,14520.0,5.49,-3.8,Blue-white,B,0.6000000000000001
0.4776805654081606,4720.0,6.78,-3.4,Blue-white,B,0.6000000000000001
0.2912167310370195,998.0,6.21,-1.38,Blue-white,A,0.6000000000000001
0.942198050497885,202900.0,6.86,-4.56,Blue,O,0.6000000000000001
0.6161425080791362,223000.0,57.0,-5.92,Blue,O,0.8
0.25882136570242503,251000.0,36.0,-6.245,Orange,O,0.8
0.04429731220934816,452000.0,83.0,-5.62,Red,O,0.8
0.10018128793252937,245000.0,97.0,-6.63,Blue,O,0.8
0.18360001050944538,239000.0,35.0,-7.34,Blue,O,0.8
0.45771261921652084,131000.0,24.0,-7.22,Red,O,0.8
0.4725046635663803,152000.0,73.0,-5.69,Blue,O,0.8
0.6419694700612175,198000.0,39.0,-5.83,Blue,O,0.8
0.4057696855048475,342900.0,30.0,-6.09,Blue,O,0.8
0.19531804209032871,424520.0,24.0,-5.99,Blue,O,0.8
0.04285226347179528,320000.0,1480.0,-7.58,Red,M,1.0
0.041013110533091625,138000.0,1420.0,-8.18,Red,M,1.0
0.061690444286802766,630000.0,1315.0,-9.2,Orange,K,1.0
0.632169412259268,316000.0,1679.0,-9.1,Blue,B,1.0
0.9737263865899478,240000.0,1190.0,-7.89,Red,M,1.0
0.19531804209032871,145000.0,1553.0,-7.71,Red,M,1.0
0.42198050497884976,200000.0,1045.0,-8.3,Blue,O,1.0
0.23806521110848375,170000.0,1779.0,-9.9,Blue-white,B,1.0
0.26696618585954124,120000.0,708.9,-7.84,Blue-white,B,1.0
0.592496256010089,248490.0,1134.5,-8.24,Blue-white,B,1.0
0.023436063161766642,0.000231,0.0915,16.21,Red,M,0.0
0.025616773074800987,0.000631,0.116,18.39,Red,M,0.0
0.038884947846877384,0.000245,0.126,17.56,Red,M,0.0
0.03360395155145688,0.000452,0.0987,17.34,Red,M,0.0
0.2617114631775308,0.000621,0.0773,17.08,white,M,0.0
0.02495993273954967,0.000352,0.0973,16.93,Red,M,0.0
0.027035548198943805,0.000461,0.119,17.45,Red,M,0.0
0.04059273271853079,0.000551,0.0998,16.67,Red,M,0.0
0.022043561651033876,0.000849,0.112,19.45,Red,M,0.0
0.041617403641522825,0.000957,0.129,16.35,Red,M,0.0
0.04001471322350964,0.0053,0.148,11.47,Red,M,0.2
0.034628622474448915,0.0024,0.46,10.73,Red,M,0.2
0.032027534746853735,0.0072,0.28,13.45,yellow-white,M,0.2
0.03344630987099657,0.0016,0.378,12.854,Red,M,0.2
0.041617403641522825,0.0054,0.319,12.43,Red,M,0.2
0.04358792464727674,0.0027,0.67,13.667,Red,M,0.2
0.42198050497884976,0.00132,0.258,14.12,Red,M,0.2
0.040908016079451416,0.00125,0.336,14.94,Red,M,0.2
0.036388954572922426,0.0065,0.471,12.78,Red,M,0.2
0.040040986836919694,0.0027,0.675,14.776,Red,M,0.2
0.39018943275268647,0.0014,0.0121,12.87,Blue,B,0.4
0.7031081684664092,0.00122,0.0114,11.92,Blue-white,B,0.4
0.34268673970731195,0.00118,0.0113,12.23,Blue,B,0.4
0.2995454664880061,0.00109,0.0116,12.9,Blue,B,0.4
0.4309135335382675,0.00134,0.0124,11.22,Blue,B,0.4
0.4724258427261502,0.00156,0.0142,11.34,Blue,B,0.4
0.5801476577073645,0.00159,0.0127,10.55,Blue,B,0.4
0.10018128793252937,0.00132,0.0104,10.18,Blue,B,0.4
0.4198786159060456,0.00111,0.0106,11.66,Blue,B,0.4
0.45771261921652084,0.00125,0.00998,11.62,Blue,B,0.4
0.39011061191245633,12450.0,6.36,-3.67,Blue,B,0.6000000000000001
0.21210688105935213,552.0,5.856,0.013,Blue-white,A,0.6000000000000001
0.292950789522083,788.0,5.992,-0.12,Blue-white,A,0.6000000000000001
0.5273902419799795,6748.0,6.64,-2.55,Blue-white,B,0.6000000000000001
0.8473503060875963,198200.0,6.39,-4.57,Blue,O,0.6000000000000001
0.1524132313917133,173800.0,6.237,-4.36,Red,O,0.6000000000000001
0.19392554057959593,29.0,1.91,1.236,Blue-white,A,0.6000000000000001
0.45876356375292293,10920.0,6.03,-3.08,Blue-white,B,0.6000000000000001
0.39938519744620476,883.0,5.653,-2.64,Blue-white,B,0.6000000000000001
0.7031081684664092,9.25,1.93,-0.98,Blue-white,F,0.6000000000000001
0.5711620819211266,244290.0,35.0,-6.27,Blue,O,0.8
0.2840177609626652,332520.0,76.0,-7.02,Blue,O,0.8
0.19558077822442924,342940.0,98.0,-6.98,Blue,O,0.8
0.5649089619295342,537430.0,81.0,-5.975,Blue,O,0.8
0.39011061191245633,246730.0,62.0,-6.35,Blue,O,0.8
0.44126533722182815,224780.0,46.0,-7.45,Blue,O,0.8
0.20895404745014587,593900.0,80.0,-7.262,Blue,O,0.8
0.018680539134547182,783930.0,25.0,-6.224,Red,O,0.8
0.5558445653030661,347820.0,86.0,-5.905,Blue,O,0.8
0.5201912719056252,748890.0,92.0,-7.346,Blue,O,0.8
0.03292083760279552,382993.0,1494.0,-8.84,Red,B,1.0
0.9536007987178478,272830.0,1356.0,-9.29,Blue,O,1.0
0.8026588896770973,648430.0,1948.5,-10.84,Blue,O,1.0
0.677859225979349,849420.0,1252.0,-7.59,Blue-white,B,1.0
0.022621581146055024,748490.0,1130.0,-7.67,Red,B,1.0
0.9721499697853445,374830.0,1356.0,-9.93,Blue,O,1.0
0.7593074275505111,834042.0,1194.0,-10.63,Blue,O,1.0
0.18102519639526027,537493.0,1423.0,-10.73,white,A,1.0
0.19169228343974148,404940.0,1112.0,-11.23,white,A,1.0
0.9443524867975093,294903.0,1783.0,-7.8,Blue,O,1.0
